"","Size","kingdom","phylum","class","order","family","genus"
"Otu00249","  847","Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales","Dadabacteriales_fa","Dadabacteriales_ge"
"Otu00250","  796","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","Methyloligellaceae_unclassified"
"Otu00251","  736","Bacteria","Latescibacteria","Latescibacteria_cl","Latescibacteria_or","Latescibacteria_fa","Latescibacteria_ge"
"Otu00253","  746","Bacteria","Acidobacteria","Acidobacteriia","Subgroup_2","Subgroup_2_fa","Subgroup_2_ge"
"Otu00254"," 1096","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured"
"Otu00255","  520","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured"
"Otu00256","  647","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu00257","  644","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu00258","  674","Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified"
"Otu00259","  525","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Lampropedia"
"Otu00260"," 1783","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified"
"Otu00261","  886","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus"
"Otu00262","  942","Bacteria","Acidobacteria","Subgroup_17","Subgroup_17_or","Subgroup_17_fa","Subgroup_17_ge"
"Otu00263","  680","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified"
"Otu00264","  746","Bacteria","Rokubacteria","NC10","Rokubacteriales","Rokubacteriales_fa","Rokubacteriales_ge"
"Otu00266","  766","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfarculales","Desulfarculaceae","uncultured"
"Otu00267","  487","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"Otu00268","  980","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","A0839","A0839_ge"
"Otu00269"," 1002","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured"
"Otu00271","  504","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes"
"Otu00272"," 1980","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","Nisaeaceae","Nisaea"
"Otu00273","  674","Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified"
"Otu00274","  494","Bacteria","Proteobacteria","Gammaproteobacteria","SAR86_clade","SAR86_clade_fa","SAR86_clade_ge"
"Otu00276","  853","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu00278","  375","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"Otu00279","  764","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium"
"Otu00281"," 1029","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Anaeromyxobacter"
"Otu00282","  364","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_unclassified","Clostridiales_unclassified"
"Otu00284","  623","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Luedemannella"
"Otu00285","  924","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae_ge"
"Otu00286","  889","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","TRA3-20_ge"
"Otu00287","  672","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Commensalibacter"
"Otu00288","  718","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"Otu00289","  780","Bacteria","Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","Quadrisphaera"
"Otu00290","  464","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Litoricolaceae","Litoricola"
"Otu00291","  680","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadaceae","Armatimonas"
"Otu00292"," 1281","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"Otu00293","  949","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Anaeromyxobacter"
"Otu00294"," 1624","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"Otu00295"," 1484","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"Otu00296","  898","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chishuiella"
"Otu00298","  961","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella"
"Otu00299","  747","Bacteria","Rokubacteria","NC10","Rokubacteriales","Rokubacteriales_fa","Rokubacteriales_ge"
"Otu00300","  717","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","uncultured"
"Otu00301","  732","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Myxococcales_unclassified","Myxococcales_unclassified"
"Otu00302"," 1160","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter"
"Otu00303","  545","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ketogulonicigenium"
"Otu00304","  695","Bacteria","Acidobacteria","Subgroup_11","Subgroup_11_or","Subgroup_11_fa","Subgroup_11_ge"
"Otu00305","  503","Bacteria","Latescibacteria","Latescibacteria_cl","Latescibacteria_or","Latescibacteria_fa","Latescibacteria_ge"
"Otu00307","  474","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"Otu00308","  793","Bacteria","Proteobacteria","Alphaproteobacteria","Holosporales","Holosporaceae","uncultured"
"Otu00310","  458","Bacteria","Cyanobacteria","Oxyphotobacteria","Synechococcales","Cyanobiaceae","Cyanobium_PCC-6307"
"Otu00311","  432","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacteriaceae_unclassified"
"Otu00313","  978","Bacteria","Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria_unclassified","Oxyphotobacteria_unclassified","Oxyphotobacteria_unclassified"
"Otu00314","  887","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_unclassified","Subgroup_6_unclassified","Subgroup_6_unclassified"
"Otu00316","  892","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured_ge"
"Otu00317","  481","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"Otu00320","  655","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","uncultured_ge"
"Otu00321","  671","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","A21b","A21b_ge"
"Otu00322","  585","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified"
"Otu00323","  885","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Betaproteobacteriales_unclassified","Betaproteobacteriales_unclassified"
"Otu00328","  718","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Xanthobacteraceae_unclassified"
"Otu00330","  620","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Otu00331","  834","Archaea","Thaumarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosotenuis"
"Otu00332","  764","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu00333","  408","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriales_unclassified","Flavobacteriales_unclassified"
"Otu00335","  719","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"Otu00336","  378","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","uncultured"
"Otu00337","  586","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","mle1-7"
"Otu00338","  647","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)","Terracidiphilus"
"Otu00339","  526","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula"
"Otu00340","  266","Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaeraceae_ge"
"Otu00341","  503","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","WD2101_soil_group_ge"
"Otu00343","  540","Bacteria","Proteobacteria","Deltaproteobacteria","NB1-j","NB1-j_fa","NB1-j_ge"
"Otu00344","  656","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium"
"Otu00345","  773","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu00346","  326","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","HIMB11"
"Otu00347","  765","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"Otu00348","  242","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Pseudarcicella"
"Otu00350","  301","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"Otu00351","  698","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured"
"Otu00352","  795","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","uncultured_ge"
"Otu00355","  545","Bacteria","Latescibacteria","Latescibacteria","Latescibacterales","Latescibacteraceae","Latescibacteraceae_ge"
"Otu00356","  389","Bacteria","Bacteroidetes","Rhodothermia","Rhodothermales","Rhodothermaceae","uncultured"
"Otu00357","  772","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira"
"Otu00358","  612","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Pyrinomonadales","Pyrinomonadaceae","RB41"
"Otu00359","  613","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified"
"Otu00360","  442","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Sporichthyaceae","hgcI_clade"
"Otu00361","  404","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00362","  602","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","TRA3-20_ge"
"Otu00363","  473","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Otu00364","  178","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter"
"Otu00365","  788","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured"
"Otu00366","  728","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24","CCD24_fa","CCD24_ge"
"Otu00367","  534","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified"
"Otu00368","  361","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter"
"Otu00370","  463","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Otu00373","  426","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu00374","  452","Bacteria","Acidobacteria","Subgroup_5","Subgroup_5_or","Subgroup_5_fa","Subgroup_5_ge"
"Otu00375","  443","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula"
"Otu00376","  414","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"Otu00377","  799","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"Otu00378","  434","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured"
"Otu00380","  481","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1"
"Otu00381","  581","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"Otu00382","  564","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured_ge"
"Otu00383","  490","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"Otu00384","  502","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","KF-JG30-B3","KF-JG30-B3_ge"
"Otu00385","  551","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_unclassified","Subgroup_6_unclassified","Subgroup_6_unclassified"
"Otu00386","  503","Bacteria","Proteobacteria","Deltaproteobacteria","RCP2-54","RCP2-54_fa","RCP2-54_ge"
"Otu00387","  648","Bacteria","Rokubacteria","NC10","Rokubacteriales","Rokubacteriales_fa","Rokubacteriales_ge"
"Otu00388","  526","Bacteria","Acidobacteria","Acidobacteriia","Subgroup_2","Subgroup_2_fa","Subgroup_2_ge"
"Otu00389","  660","Bacteria","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Meiothermus"
"Otu00391","  484","Bacteria","Rokubacteria","NC10","Rokubacteriales","Rokubacteriales_fa","Rokubacteriales_ge"
"Otu00392","  334","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","OM43_clade"
"Otu00393","  296","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified"
"Otu00394","  708","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia"
"Otu00397","  289","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu00399","  423","Bacteria","Acidobacteria","Subgroup_5","Subgroup_5_or","Subgroup_5_fa","Subgroup_5_ge"
"Otu00400","  455","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified"
"Otu00401"," 1241","Bacteria","Proteobacteria","Alphaproteobacteria","Dongiales","Dongiaceae","Dongia"
"Otu00403","  703","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Anaeromyxobacter"
"Otu00404","  647","Bacteria","Acidobacteria","Acidobacteriia","Subgroup_2","Subgroup_2_fa","Subgroup_2_ge"
"Otu00407","  603","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","Blastocatellaceae_unclassified"
"Otu00408"," 1041","Bacteria","Actinobacteria","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces"
"Otu00410","  801","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1"
"Otu00411","  553","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Phaselicystidaceae","Phaselicystis"
"Otu00412","  562","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"Otu00413","  459","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Acidibacter"
"Otu00414","  249","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas"
"Otu00415","  522","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1"
"Otu00418","  607","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","SC-I-84_ge"
"Otu00419","  651","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","uncultured"
"Otu00420","  324","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"Otu00422","  451","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified"
"Otu00423","  596","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu00424","  536","Bacteria","Bacteroidetes","Ignavibacteria","Kryptoniales","BSV26","BSV26_ge"
"Otu00426","  413","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritaleaceae_unclassified"
"Otu00427","  201","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter"
"Otu00429","  405","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","A21b","A21b_ge"
"Otu00430","  300","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax"
"Otu00431","  300","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"Otu00432","  385","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"Otu00433","  613","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium"
"Otu00434","  605","Bacteria","Rokubacteria","NC10","Rokubacteriales","Rokubacteriales_fa","Rokubacteriales_ge"
"Otu00435","  327","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium"
"Otu00438"," 1108","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Xenococcaceae","uncultured"
"Otu00439","  555","Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13","PLTA13_fa","PLTA13_ge"
"Otu00440","  405","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","JGI_0001001-H03"
"Otu00441","  405","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu00442","  241","Bacteria","Latescibacteria","Latescibacteria","Latescibacterales","Latescibacteraceae","Latescibacteraceae_ge"
"Otu00443","  375","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","MND1"
"Otu00447","  451","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter"
"Otu00448","  392","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Candidatus_Flaviluna"
"Otu00449","  451","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter"
"Otu00450","  352","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus"
"Otu00451","  490","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)","Acidobacteriaceae_(Subgroup_1)_unclassified"
